Sale_ID,Sale_Date,Customer_Name,Customer_Age_Group,Gender,City,State,Item_Name,Category,Original_Price,Discount_Percent,Discounted_Price,Quantity,Payment_Mode,Profit
BF02343,14-09-2024,Colton Rosario,18-25,Male,Bobbyshire,Arizona,Specific,Clothing,33769,18,27690.58,4,Cash,2030.24
BF02344,27-05-2024,Christopher Fletcher,60+,Other,North Melanieberg,Iowa,Season,Beauty,18116,78,3985.52,3,Debit Card,490.95
BF02345,22-09-2024,Courtney Duke,60+,Female,Robertborough,Missouri,Course,Beauty,38067,74,9897.42,2,Credit Card,596.6
BF02346,27-12-2023,Tyler Garcia,36-45,Female,Jasonchester,Wyoming,Current,Beauty,28647,78,6302.34,1,Debit Card,922.99
BF02347,28-09-2024,Miranda Black,60+,Other,Reedborough,New Jersey,Talk,Toys,16480,23,12689.6,3,Cash,3134.62
BF02348,03-02-2024,Jennifer Freeman,36-45,Female,East Matthewborough,Rhode Island,Will,Electronics,11668,29,8284.28,4,Debit Card,794.99
BF02349,01-09-2024,Evan Brown,18-25,Other,West Jonathanfurt,New Mexico,Recent,Clothing,41662,43,23747.34,3,Credit Card,1606.3
BF02350,05-09-2024,Sarah Smith,36-45,Male,Lake Andrew,New Jersey,Machine,Beauty,33574,78,7386.28,1,Gift Card,1011.89
BF02351,10-01-2024,Glenn Jackson,26-35,Female,Brianberg,Iowa,Serious,Toys,7589,48,3946.28,3,Cash,274.6
BF02352,02-02-2024,Sierra Garrett,18-25,Male,Floresport,Kentucky,Measure,Electronics,5385,39,3284.85,2,Gift Card,363.15
BF02353,28-04-2024,Brandon Harrison,36-45,Other,Port Johnland,South Carolina,Safe,Beauty,28774,36,18415.36,3,Gift Card,4228.49
BF02354,15-09-2024,Nicole Green,36-45,Other,Dawnchester,Louisiana,Bar,Electronics,38464,66,13077.76,1,Gift Card,2196.15
BF02355,26-09-2024,Beverly Raymond,26-35,Male,Lauramouth,Nevada,Keep,Home Appliances,33307,11,29643.23,1,UPI,6436.68
BF02356,01-01-2024,Rebecca Hill,18-25,Female,South Kristaborough,Virginia,Suddenly,Beauty,31108,31,21464.52,1,UPI,2834.79
BF02357,01-08-2024,Heather Knox,60+,Male,Michaelshire,Tennessee,Crime,Home Appliances,47363,78,10419.86,1,UPI,1415
BF02358,05-05-2024,Kristie Arellano,26-35,Male,Carterburgh,Tennessee,Show,Electronics,34729,62,13197.02,4,Gift Card,1419.56
BF02359,10-11-2023,James Lynn,18-25,Male,Angelaberg,Minnesota,Best,Beauty,49122,76,11789.28,3,Credit Card,896.23
BF02360,16-10-2023,Sharon Mitchell,60+,Female,Lake Jaredburgh,California,Case,Toys,37400,79,7854,4,Credit Card,773.62
BF02361,30-07-2024,Miss Laura Moore,26-35,Other,Paulberg,Michigan,Thousand,Clothing,13699,53,6438.53,4,Debit Card,997.65
BF02362,30-09-2024,Matthew Martinez,18-25,Male,North Kyle,Oklahoma,Little,Toys,5217,47,2765.01,4,UPI,155.85
BF02363,28-02-2024,Melissa Garcia,36-45,Male,North Johnshire,Maine,Body,Toys,9105,19,7375.05,3,Debit Card,1117.23
BF02364,31-05-2024,Michael Harrison,46-60,Other,Lake Maryfurt,Hawaii,Think,Beauty,38232,64,13763.52,3,UPI,2887.18
BF02365,12-11-2023,Alexis Fowler,18-25,Female,Port Courtneybury,Ohio,Audience,Toys,10165,67,3354.45,1,Cash,276.89
BF02366,31-07-2024,Michael Campbell,46-60,Other,North Jenniferburgh,Alabama,Court,Sports,48499,62,18429.62,1,Gift Card,3783.89
BF02367,27-08-2024,Julia Mack,46-60,Male,Jenniferfort,Nebraska,Magazine,Toys,17470,18,14325.4,4,UPI,1606.49
BF02368,31-12-2023,Jamie Harrison,36-45,Male,Sethhaven,New Mexico,Participant,Toys,14314,14,12310.04,1,Credit Card,1258.59
BF02369,19-09-2024,Michelle Foley,46-60,Male,East Christopher,West Virginia,Full,Home Appliances,11686,16,9816.24,3,UPI,677.9
BF02370,10-12-2023,Amanda Hensley,46-60,Female,Hannahmouth,Wyoming,Education,Electronics,21136,19,17120.16,1,UPI,2843.43
BF02371,12-08-2024,Larry Barron,18-25,Female,North Allison,Florida,Which,Clothing,26953,60,10781.2,1,Debit Card,1385.3
BF02372,20-10-2023,Deanna Smith,26-35,Other,New Calebborough,Idaho,Interest,Toys,12866,74,3345.16,3,UPI,699.01
BF02373,25-02-2024,Roger Taylor,36-45,Female,South Scott,Utah,Understand,Electronics,31499,38,19529.38,4,Gift Card,1127.76
BF02374,03-12-2023,Tony Schultz,36-45,Female,Johnsontown,Rhode Island,Five,Beauty,7994,44,4476.64,1,Credit Card,494.71
BF02375,23-09-2024,Kendra Davis,26-35,Other,East Susan,Maine,Edge,Sports,32714,34,21591.24,3,Gift Card,2880.52
BF02376,25-08-2024,Jennifer Wilson,46-60,Male,North Cathyville,Maryland,Room,Electronics,15796,12,13900.48,4,Debit Card,2011.84
BF02377,18-07-2024,Jonathan Patel,18-25,Male,Samanthaside,Hawaii,Large,Electronics,16446,39,10032.06,1,Debit Card,931.53
BF02378,26-05-2024,Brent Terry,26-35,Other,Jameston,Alaska,Address,Beauty,24906,28,17932.32,1,Cash,1893.55
BF02379,19-01-2024,Melinda Carr,26-35,Other,Patricktown,Virginia,Purpose,Clothing,11375,10,10237.5,1,Cash,2014.27
BF02380,01-04-2024,Tina Griffin,36-45,Male,Weberside,Missouri,Conference,Clothing,3570,39,2177.7,1,Debit Card,213.61
BF02381,01-03-2024,Briana Pugh,60+,Male,Troychester,North Carolina,Main,Sports,31353,79,6584.13,1,Gift Card,1163.63
BF02382,04-11-2023,Michael Evans,26-35,Male,Harrisonport,Delaware,Bring,Clothing,31825,77,7319.75,1,Cash,1160.74
BF02383,04-11-2023,Andrew Murphy,18-25,Female,New Mitchellville,Illinois,Poor,Clothing,42968,12,37811.84,1,UPI,8521.62
BF02384,22-11-2023,Raymond Solomon,36-45,Male,East Gabriel,Virginia,Book,Beauty,6375,23,4908.75,2,Credit Card,329.29
BF02385,11-02-2024,Tanya King,60+,Male,Lake Kyle,California,Moment,Sports,13234,39,8072.74,3,Debit Card,1906.45
BF02386,15-08-2024,Laura Clark,36-45,Other,North Ryan,Rhode Island,Deal,Beauty,30806,27,22488.38,1,Gift Card,1464.66
BF02387,13-04-2024,Kimberly Woods,60+,Male,Daniellefort,Pennsylvania,Beyond,Electronics,22337,38,13848.94,1,Credit Card,1679.99
BF02388,12-06-2024,Jack Salas,36-45,Other,Princemouth,Oregon,Interview,Sports,7183,48,3735.16,3,Debit Card,305.78
BF02389,08-11-2023,Jerry Turner,26-35,Female,Joshuaton,Iowa,Probably,Clothing,29923,65,10473.05,1,Credit Card,1170.11
BF02390,20-03-2024,Daniel Pierce,26-35,Male,East Corey,New Mexico,Part,Toys,7630,65,2670.5,2,Credit Card,418.87
BF02391,21-02-2024,Matthew Young,26-35,Male,East Tina,Virginia,Word,Sports,27403,16,23018.52,4,Cash,1872.35
BF02392,04-02-2024,Eric Lewis,36-45,Female,Clarkmouth,Oklahoma,Section,Sports,36666,13,31899.42,2,Debit Card,3151.35
BF02393,26-07-2024,Katie Smith,60+,Other,East Ariana,New Mexico,Small,Toys,16511,48,8585.72,1,UPI,956.49
BF02394,24-10-2023,John Gay,60+,Female,Wardberg,West Virginia,Official,Home Appliances,1635,77,376.05,3,Cash,34.68
BF02395,09-01-2024,Meghan Kennedy,26-35,Female,Steinville,Ohio,Without,Toys,4146,13,3607.02,4,Credit Card,497.41
BF02396,29-12-2023,Joseph Griffin,36-45,Female,Lake Robert,Ohio,Offer,Clothing,28560,70,8568,3,Gift Card,1449.66
BF02397,21-06-2024,Manuel Reynolds,36-45,Female,Gregoryhaven,Texas,Give,Electronics,17185,68,5499.2,4,Gift Card,995.78
BF02398,26-09-2024,Jasmine Hunter,18-25,Male,New Robin,Rhode Island,Character,Sports,41051,47,21757.03,3,Debit Card,4344.35
BF02399,29-07-2024,Heather Campbell MD,26-35,Female,West Ryanchester,Ohio,Describe,Electronics,34591,11,30785.99,4,Gift Card,2333.58
BF02400,07-04-2024,Dr. Julie Perry,26-35,Female,Gibbston,Massachusetts,Go,Clothing,6862,45,3774.1,2,Debit Card,440.42
BF02401,06-11-2023,Cory Perez,18-25,Female,Kellyside,West Virginia,Just,Electronics,20995,79,4408.95,4,Cash,222.12
BF02402,16-03-2024,Monique Henderson,26-35,Other,New Kevinbury,California,Wait,Toys,48205,17,40010.15,1,Debit Card,9767.17
BF02403,10-07-2024,Tammy Boyd,36-45,Other,East James,Minnesota,Prove,Sports,11869,12,10444.72,3,Credit Card,1829.4
BF02404,22-04-2024,Amanda Edwards,46-60,Male,North Bridget,South Dakota,Space,Sports,5997,65,2098.95,3,Debit Card,337.92
BF02405,27-03-2024,Evan Whitney,36-45,Other,South Cory,New Mexico,Serve,Home Appliances,2477,41,1461.43,3,Credit Card,235.55
BF02406,28-02-2024,Daniel Bailey,46-60,Female,Port Sara,Michigan,Current,Beauty,4509,72,1262.52,1,Debit Card,274.6
BF02407,24-02-2024,Cheryl Carr,26-35,Female,South Danielstad,Kentucky,Positive,Clothing,11821,20,9456.8,4,Debit Card,1563.78
BF02408,03-11-2023,Kelly Hopkins,26-35,Male,Toddside,Nevada,Mind,Beauty,49698,61,19382.22,1,UPI,3166.56
BF02409,18-07-2024,Cody Grimes,46-60,Male,Lake Katie,Oregon,Clearly,Sports,2111,27,1541.03,2,Debit Card,163.6
BF02410,06-05-2024,Timothy Rodriguez,46-60,Other,Riceside,New York,Across,Beauty,15130,43,8624.1,1,UPI,998.66
BF02411,11-08-2024,Jeffrey Johnson,18-25,Other,New April,Massachusetts,Staff,Electronics,30829,39,18805.69,2,Credit Card,1131.88
BF02412,30-04-2024,Morgan Pearson,46-60,Male,Lake Andrew,North Dakota,History,Home Appliances,4986,63,1844.82,4,UPI,348.5
BF02413,12-03-2024,Crystal Koch,46-60,Female,North Mary,Massachusetts,Skill,Toys,13406,53,6300.82,3,Debit Card,1111.56
BF02414,03-05-2024,Kyle Scott,36-45,Female,Port Jorgemouth,Colorado,Trade,Toys,14567,44,8157.52,4,Gift Card,904.55
BF02415,20-11-2023,Sally Doyle,60+,Female,South Karen,Arizona,Must,Beauty,2144,73,578.88,1,Cash,48.61
BF02416,23-06-2024,Timothy Rojas,26-35,Other,North Kyle,Virginia,Despite,Clothing,17511,68,5603.52,3,Cash,655.08
BF02417,18-02-2024,Robert Wallace,18-25,Male,New Kenneth,Pennsylvania,As,Electronics,14306,28,10300.32,1,Debit Card,2478.97
BF02418,21-07-2024,Jacob Hughes,18-25,Male,East Jasonfort,Connecticut,Standard,Beauty,49251,55,22162.95,4,Cash,2470.28
BF02419,21-08-2024,Gerald Cohen,46-60,Male,Brownstad,Rhode Island,Health,Sports,24863,65,8702.05,3,Gift Card,1638.95
BF02420,05-09-2024,Cynthia Spencer,26-35,Female,North Todd,New Mexico,Direction,Electronics,11558,58,4854.36,3,Gift Card,710.25
BF02421,14-05-2024,Patrick Woodard,18-25,Other,Robertville,Idaho,Pm,Sports,46602,17,38679.66,1,Cash,6908.02
BF02422,07-11-2023,Kathryn Mccall,60+,Other,Pinedamouth,Michigan,When,Beauty,34196,26,25305.04,1,UPI,1481.56
BF02423,07-05-2024,Tiffany Long,18-25,Other,Johnsonstad,California,Speak,Electronics,32433,15,27568.05,4,Debit Card,4675.85
BF02424,27-08-2024,Kimberly Kirby,46-60,Male,Nicoleland,Idaho,Thus,Clothing,21150,56,9306,2,Gift Card,2297.33
BF02425,14-06-2024,Julie Fischer,46-60,Female,Andreamouth,South Carolina,Water,Toys,5655,73,1526.85,2,Credit Card,120.88
BF02426,24-01-2024,Christy Brown,18-25,Male,West Normaberg,New Jersey,Whether,Beauty,9502,41,5606.18,2,Debit Card,1284.17
BF02427,31-01-2024,Tracy Woods,26-35,Male,Arnoldton,Massachusetts,Win,Beauty,34955,15,29711.75,2,Cash,5109.21
BF02428,01-02-2024,Tiffany Wilson,60+,Male,Toddtown,Tennessee,Face,Beauty,39964,76,9591.36,4,UPI,1425.46
BF02429,20-01-2024,Erik Medina,60+,Other,Rollinston,Minnesota,Break,Sports,40481,47,21454.93,3,UPI,3140.38
BF02430,25-12-2023,Brett Ward,18-25,Female,Schultzburgh,Arkansas,Effort,Sports,20593,25,15444.75,3,UPI,1813.83
BF02431,14-10-2023,Danielle Giles,36-45,Other,Hernandezville,Illinois,House,Electronics,14401,33,9648.67,2,Cash,642.31
BF02432,17-09-2024,Tami Harris,36-45,Female,Lake Kaylee,Alabama,Usually,Home Appliances,4127,51,2022.23,1,Credit Card,114.99
BF02433,09-10-2024,Matthew Hughes,46-60,Other,East Vincentmouth,Indiana,Quality,Clothing,27100,43,15447,4,Debit Card,2054.42
BF02434,21-09-2024,Caitlin Wilson,46-60,Female,New Richard,Florida,You,Beauty,16723,16,14047.32,3,UPI,2591.23
BF02435,10-03-2024,Laura Martin,46-60,Male,Simmonsshire,Montana,Crime,Electronics,32412,41,19123.08,3,Cash,3503.31
BF02436,07-01-2024,Erin Schroeder,26-35,Other,Simonstad,Missouri,At,Clothing,22838,14,19640.68,1,Debit Card,2878.96
BF02437,02-11-2023,Debra Butler,18-25,Male,New Justin,Vermont,Effort,Clothing,41705,20,33364,3,Cash,4927.24
BF02438,05-01-2024,Jacqueline Pham,60+,Female,North Gregborough,Louisiana,Member,Clothing,37573,52,18035.04,2,UPI,4093.79
BF02439,23-07-2024,Daniel Cannon,46-60,Male,Heatherport,West Virginia,Scientist,Electronics,40728,63,15069.36,1,UPI,1045.45
BF02440,20-02-2024,Randall Perez,60+,Male,Lake Michaelbury,Vermont,Catch,Home Appliances,47890,26,35438.6,3,Credit Card,7523.48
BF02441,25-05-2024,Matthew Thompson,26-35,Other,Davidland,Iowa,Before,Electronics,19971,50,9985.5,2,Credit Card,1053.93
BF02442,30-07-2024,Judy Mullins,60+,Female,Destinystad,Missouri,Page,Electronics,17848,33,11958.16,1,Debit Card,704
BF02443,06-04-2024,Miss Joann Ferguson,60+,Female,North Calebfurt,Georgia,Poor,Toys,19645,57,8447.35,4,Credit Card,1989.48
BF02444,04-10-2024,Stephanie Avila,36-45,Female,Harrellbury,Iowa,Clear,Home Appliances,30645,30,21451.5,3,UPI,1191.39
BF02445,03-04-2024,Joseph Jimenez,36-45,Other,Castilloview,Nebraska,Exist,Home Appliances,25342,41,14951.78,2,Cash,2331.19
BF02446,31-01-2024,Jeffery Bradley,26-35,Other,South Jamie,Michigan,Edge,Home Appliances,14312,76,3434.88,1,Cash,654.25
BF02447,12-04-2024,Timothy Wise MD,36-45,Male,Howardville,Washington,Research,Electronics,9768,72,2735.04,1,Credit Card,238.3
BF02448,01-09-2024,Bradley Edwards,46-60,Female,South Jasminechester,Vermont,Do,Toys,48180,22,37580.4,1,Gift Card,5834.69
BF02449,28-06-2024,Dr. Stephanie Evans DDS,26-35,Other,South Daniellehaven,Oklahoma,Treatment,Toys,48660,75,12165,2,Cash,2164.8
BF02450,03-10-2024,Traci Andrews,46-60,Female,New Joel,Georgia,Future,Toys,5743,76,1378.32,1,Cash,279.68
BF02451,05-09-2024,Richard Gross,60+,Male,Port Nicolebury,Louisiana,Brother,Electronics,38963,28,28053.36,1,Debit Card,6992.41
BF02452,25-02-2024,Mr. Darren Edwards,18-25,Female,West Charles,Wisconsin,Task,Sports,33339,29,23670.69,2,Debit Card,3831.25
BF02453,19-04-2024,Danny Huff,60+,Male,Brendatown,Hawaii,Relationship,Beauty,10178,25,7633.5,4,UPI,1661.42
BF02454,18-04-2024,Bradley Miller,60+,Other,West Walterside,Montana,Admit,Beauty,47142,41,27813.78,3,Debit Card,4062.52
BF02455,18-03-2024,Robert Kim,36-45,Male,South Courtney,New Mexico,Sort,Beauty,31423,77,7227.29,1,Cash,1701.75
BF02456,08-07-2024,Mary Diaz,36-45,Other,Rodriguezport,Minnesota,Information,Beauty,38716,15,32908.6,2,UPI,3334.35
BF02457,08-02-2024,Brittany Thomas,26-35,Female,Wallaceland,Ohio,Recognize,Electronics,7138,42,4140.04,1,Gift Card,583.59
BF02458,17-02-2024,Jesse Coleman,46-60,Female,North Cindytown,Kansas,Less,Clothing,38920,72,10897.6,3,Credit Card,1916.35
BF02459,24-03-2024,Jonathan Campos,18-25,Other,Elizabethview,Tennessee,Beat,Clothing,39742,70,11922.6,3,Credit Card,2005.47
BF02460,27-10-2023,Andrew Lawson,46-60,Male,Michaelshire,Michigan,Training,Home Appliances,16344,75,4086,2,Credit Card,424.08
BF02461,08-09-2024,Anna Johnson,26-35,Other,North Shawnabury,Maine,Possible,Electronics,16028,40,9616.8,4,Gift Card,1327.23
BF02462,08-05-2024,Heather Garcia,36-45,Male,Cummingstown,Kentucky,Hotel,Clothing,11909,33,7979.03,2,Debit Card,713.21
BF02463,17-06-2024,Katherine James,60+,Male,East Ryanside,Oklahoma,Man,Toys,900,54,414,1,UPI,29.09
BF02464,10-05-2024,Mia Johnson,18-25,Female,Marthatown,Kansas,Whom,Home Appliances,45676,24,34713.76,4,UPI,1810.03
BF02465,06-02-2024,Cody Fuller,26-35,Other,New Michael,Wyoming,Herself,Electronics,25822,51,12652.78,3,Debit Card,1775.26
BF02466,29-12-2023,Lisa Russo,26-35,Other,East Kimberlyfort,Michigan,Husband,Home Appliances,6518,77,1499.14,3,Credit Card,291.22
BF02467,13-06-2024,Anna Chen,26-35,Male,Middletonhaven,Georgia,Within,Home Appliances,19860,58,8341.2,2,Cash,1384.2
BF02468,09-07-2024,Kerri Taylor,26-35,Female,Sanchezville,Michigan,Party,Home Appliances,4361,61,1700.79,4,UPI,418.5
BF02469,23-10-2023,Christina Smith,36-45,Other,East Whitney,Nevada,Interesting,Clothing,8017,56,3527.48,2,Cash,570.87
BF02470,18-02-2024,Kelly Williams,26-35,Other,Port David,Oklahoma,Soldier,Sports,20665,69,6406.15,4,Cash,1053.64
BF02471,29-07-2024,Julia Hill,36-45,Female,North Katherineview,North Carolina,Seat,Home Appliances,30041,66,10213.94,2,Cash,1838.05
BF02472,26-02-2024,Dana Mckinney,36-45,Male,New Jennifertown,Nebraska,Experience,Beauty,30390,28,21880.8,4,Debit Card,4892.54
BF02473,02-01-2024,Eric Jensen,18-25,Male,Port Brendachester,Illinois,Throw,Sports,33502,14,28811.72,2,Credit Card,4039.22
BF02474,12-04-2024,Kimberly Jones,36-45,Female,East Joshua,Kansas,Evening,Electronics,4404,56,1937.76,4,Cash,409.43
BF02475,16-02-2024,Daniel Hamilton,46-60,Female,Brownhaven,North Carolina,Either,Beauty,42804,29,30390.84,2,Credit Card,3233.46
BF02476,13-04-2024,William Cohen,18-25,Male,Angelaville,Arkansas,Office,Home Appliances,24288,23,18701.76,1,Credit Card,1756.38
BF02477,29-12-2023,Laura Gross,46-60,Other,Lake Jessicaland,Rhode Island,Open,Sports,20053,52,9625.44,2,Credit Card,1057.13
BF02478,17-10-2023,Alex Hall,60+,Female,New Christine,New Hampshire,Crime,Home Appliances,30305,48,15758.6,2,Gift Card,3137.46
BF02479,07-06-2024,Mary Cruz,36-45,Female,Lindaberg,Texas,Standard,Home Appliances,43223,21,34146.17,3,Credit Card,7066.86
BF02480,15-06-2024,Lisa Hogan,46-60,Female,Jeromechester,Vermont,American,Electronics,10910,60,4364,3,Gift Card,282.86
BF02481,03-02-2024,Christy Hernandez,26-35,Other,Rebeccabury,Arkansas,Tv,Sports,7369,45,4052.95,4,Debit Card,621.72
BF02482,30-10-2023,Andrew Lawson,46-60,Female,Jessicamouth,Alabama,Six,Toys,32385,74,8420.1,3,Debit Card,1519.03
BF02483,27-03-2024,Hannah Rios,36-45,Other,Bakerchester,North Dakota,Officer,Sports,43347,24,32943.72,1,UPI,6508.69
BF02484,17-02-2024,Mark Murray,18-25,Male,Port Brianberg,Vermont,Never,Home Appliances,41593,59,17053.13,4,Credit Card,4192.25
BF02485,29-07-2024,Karen Bell,60+,Male,Mayville,South Dakota,Detail,Home Appliances,37159,36,23781.76,1,UPI,3916.75
BF02486,14-10-2023,Derek Cortez,60+,Female,West Kristenborough,Maine,Lead,Home Appliances,3843,33,2574.81,2,Credit Card,221.31
BF02487,15-06-2024,Cody Campbell,46-60,Male,North Matthew,Georgia,Wide,Clothing,29302,33,19632.34,3,Gift Card,1647.11
BF02488,19-09-2024,Albert Nichols,18-25,Female,South Brianhaven,Michigan,Fill,Toys,39833,34,26289.78,1,UPI,3002.84
BF02489,02-09-2024,Jennifer Huerta,26-35,Female,East Carlosside,West Virginia,Second,Beauty,47247,34,31183.02,1,UPI,5315.03
BF02490,14-04-2024,Carl Rodriguez,46-60,Other,New Jeffreymouth,Virginia,For,Home Appliances,44741,71,12974.89,1,Gift Card,1193.68
BF02491,28-02-2024,Bruce Harris,46-60,Female,Boydstad,Arizona,President,Clothing,36574,37,23041.62,4,Gift Card,4798.7
BF02492,12-05-2024,Kathryn Townsend,26-35,Male,Ryantown,Maryland,Reveal,Electronics,43887,21,34670.73,3,Credit Card,5491.52
BF02493,04-06-2024,Paul Rogers,60+,Female,Leonardchester,Hawaii,Common,Home Appliances,2575,35,1673.75,1,Debit Card,308.18
BF02494,29-03-2024,Daniel Krueger,60+,Other,South Jenniferfurt,New York,Congress,Toys,30854,52,14809.92,2,Gift Card,1048.19
BF02495,20-04-2024,Teresa Brooks,46-60,Other,Cardenasmouth,New York,Change,Toys,35996,73,9718.92,2,Debit Card,591.15
BF02496,29-05-2024,Alexander Navarro,18-25,Other,East Lisa,Oregon,Accept,Sports,37266,18,30558.12,1,UPI,2352.66
BF02497,02-04-2024,Madeline Donaldson,26-35,Female,South Trevor,Connecticut,Though,Sports,4020,46,2170.8,2,Gift Card,384.19
BF02498,19-11-2023,Morgan Villanueva,36-45,Female,West Brandonland,North Carolina,Thus,Beauty,46915,34,30963.9,3,Gift Card,5103.14
BF02499,03-07-2024,Thomas Olsen,46-60,Other,South Bethany,Maryland,Method,Beauty,43479,65,15217.65,3,Gift Card,2902.42
BF02500,22-09-2024,David Gonzales,36-45,Other,Susanbury,Minnesota,Several,Electronics,42965,20,34372,4,Gift Card,8522.66
BF02501,10-09-2024,Julie Wood,18-25,Other,Timfurt,West Virginia,Until,Sports,34970,63,12938.9,1,UPI,2436.15
BF02502,01-03-2024,Anthony Herring,60+,Other,Port Alex,Colorado,Likely,Sports,1057,62,401.66,2,Gift Card,79.52
BF02503,25-06-2024,Matthew Burgess,36-45,Female,East Kimberlytown,South Carolina,Case,Sports,2870,24,2181.2,1,Cash,369.9
BF02504,01-09-2024,Theresa Pugh,60+,Female,Michellefort,Montana,Child,Clothing,44274,41,26121.66,3,Gift Card,4160.93
BF02505,02-08-2024,Susan Kramer,46-60,Male,North Greg,West Virginia,Its,Clothing,9477,16,7960.68,4,Credit Card,1398.55
BF02506,13-07-2024,Alexandria Sosa,46-60,Male,Olsenton,Oklahoma,Network,Home Appliances,46736,12,41127.68,3,Cash,2687.56
BF02507,04-04-2024,Michelle Williams,36-45,Other,Davismouth,Ohio,Today,Clothing,33346,47,17673.38,3,Debit Card,2619.51
BF02508,18-06-2024,Elizabeth Henry,26-35,Female,New Matthew,Georgia,Decide,Toys,9069,14,7799.34,3,UPI,1385.13
BF02509,27-01-2024,Joe Young,36-45,Female,Edwardtown,Georgia,Too,Toys,13875,70,4162.5,4,Cash,1020.52
BF02510,06-09-2024,Lucas Werner,46-60,Other,Lake Melissa,Massachusetts,Leg,Toys,7477,56,3289.88,3,Gift Card,811.92
BF02511,02-09-2024,Arthur Mitchell,36-45,Other,West Kaitlyn,Hawaii,Accept,Sports,5945,54,2734.7,2,Debit Card,507.08
BF02512,01-10-2024,Jerry Santiago,26-35,Female,North Juan,Montana,Shake,Home Appliances,20620,29,14640.2,3,Credit Card,1412.39
BF02513,26-08-2024,James Gill,26-35,Female,South David,Iowa,Resource,Home Appliances,37468,29,26602.28,1,Debit Card,3709.73
BF02514,14-12-2023,Joyce Kane,26-35,Female,Gonzalezborough,Tennessee,Actually,Sports,4285,54,1971.1,4,UPI,422.79
BF02515,20-07-2024,Emily Evans,46-60,Female,Sanderschester,New Mexico,Democratic,Beauty,49850,23,38384.5,2,Cash,1953.42
BF02516,25-01-2024,Alexander Robertson,60+,Other,Lake Jenniferhaven,Maryland,Share,Clothing,17806,21,14066.74,4,Gift Card,715.89
BF02517,28-01-2024,Mark Torres MD,46-60,Male,New Angela,West Virginia,War,Beauty,22530,43,12842.1,2,Cash,2983.75
BF02518,25-06-2024,Johnathan Cook,60+,Female,West Michelechester,Ohio,Forget,Home Appliances,23975,15,20378.75,4,Debit Card,5044.96
BF02519,07-12-2023,Sandra Martinez,60+,Female,Williamstown,Kansas,Moment,Sports,30732,71,8912.28,4,Debit Card,1982.84
BF02520,08-08-2024,Ann English,36-45,Other,Alyssastad,New Jersey,Child,Beauty,13107,43,7470.99,4,Cash,1620.4
BF02521,26-07-2024,Jennifer Wilson,36-45,Other,Scottfort,Michigan,Big,Beauty,44440,75,11110,3,Cash,817.82
BF02522,04-01-2024,Melinda Andersen,36-45,Other,Randallton,Arizona,Might,Clothing,22143,64,7971.48,2,Gift Card,912.72
BF02523,25-02-2024,Nicole Smith,18-25,Other,East Dana,Nevada,As,Home Appliances,19382,30,13567.4,1,Credit Card,1150.33
BF02524,24-05-2024,Crystal Salazar,60+,Male,West Elijahton,South Dakota,Yet,Sports,25738,79,5404.98,3,Cash,498.43
BF02525,15-04-2024,Jimmy Jordan,18-25,Male,Jeffreyberg,New Jersey,Indicate,Home Appliances,35727,13,31082.49,1,Gift Card,3471.8
BF02526,16-04-2024,Penny Daniels,18-25,Male,North Brandon,Louisiana,Same,Beauty,5767,42,3344.86,2,Cash,658.29
BF02527,01-01-2024,John Davis,26-35,Male,West Elizabeth,Tennessee,Including,Toys,8026,56,3531.44,4,Cash,802.45
BF02528,10-11-2023,Sandra Duarte,46-60,Other,Hannahview,Indiana,Population,Beauty,43445,33,29108.15,1,Credit Card,4324.05
BF02529,14-04-2024,Olivia Griffin,26-35,Other,Port Martinton,New Mexico,Its,Beauty,8285,60,3314,3,Cash,686.55
BF02530,03-04-2024,Chad Mccarthy,36-45,Male,Lake Zachary,Mississippi,Follow,Sports,22270,11,19820.3,2,UPI,4208.51
BF02531,15-05-2024,Patrick Watkins,36-45,Male,Schwartzview,Kentucky,Family,Beauty,37581,75,9395.25,3,Gift Card,1956.93
BF02532,12-12-2023,Victoria Patel,36-45,Other,West Kevinberg,Mississippi,Sense,Home Appliances,25350,56,11154,2,Credit Card,1189.18
BF02533,26-10-2023,William Meyers,18-25,Female,Lake Lindaberg,Wisconsin,Development,Electronics,2788,79,585.48,4,Credit Card,116.39
BF02534,03-10-2024,Teresa Moreno,18-25,Male,Mitchellburgh,Delaware,About,Home Appliances,48937,41,28872.83,4,Gift Card,6650.17
BF02535,05-12-2023,Dr. Emma Chaney,18-25,Male,Smithbury,Connecticut,Administration,Beauty,29056,64,10460.16,3,UPI,1729.02
BF02536,08-06-2024,Shawn Brewer,46-60,Other,Jamesland,Alabama,Game,Electronics,24790,23,19088.3,3,Debit Card,4250.77
BF02537,01-12-2023,Sherry Murray,26-35,Male,Cynthiamouth,Hawaii,Argue,Sports,32124,45,17668.2,4,Cash,2502.87
BF02538,27-09-2024,Michael Torres,46-60,Male,Jamesstad,Oregon,Instead,Toys,34147,78,7512.34,3,Credit Card,1669.3
BF02539,24-07-2024,Nicholas Anthony,36-45,Female,Shieldsmouth,Delaware,Rather,Sports,30420,66,10342.8,3,Debit Card,1478.85
BF02540,16-07-2024,Julian Smith,26-35,Male,East Bridgetport,Pennsylvania,Take,Beauty,32115,59,13167.15,3,UPI,2903.48
BF02541,20-07-2024,Amanda Chan,46-60,Female,Mcdonaldmouth,Utah,After,Electronics,21358,23,16445.66,3,Cash,3248.61
